ahe,bachelor,female,age
7.21,0.00,0.00,30.00
7.21,0.00,0.00,25.00
12.98,1.00,1.00,33.00
15.87,0.00,0.00,32.00
10.58,1.00,1.00,31.00
16.83,0.00,0.00,30.00
9.62,0.00,1.00,30.00
27.10,1.00,0.00,29.00
9.62,1.00,1.00,29.00
5.29,1.00,1.00,33.00
3.39,0.00,0.00,31.00
10.28,0.00,0.00,31.00
18.27,0.00,1.00,34.00
28.08,1.00,0.00,33.00
38.46,1.00,0.00,33.00
18.23,0.00,0.00,31.00
9.62,0.00,0.00,34.00
36.54,0.00,0.00,28.00
7.21,0.00,1.00,30.00
11.98,0.00,0.00,32.00
12.02,0.00,1.00,29.00
7.69,0.00,0.00,34.00
23.08,0.00,0.00,31.00
16.67,0.00,0.00,31.00
11.54,0.00,0.00,32.00
21.63,1.00,0.00,32.00
25.00,1.00,0.00,29.00
14.02,0.00,0.00,25.00
12.50,0.00,1.00,27.00
43.27,1.00,0.00,33.00
7.54,1.00,1.00,25.00
12.02,0.00,0.00,34.00
19.23,0.00,1.00,32.00
14.90,0.00,1.00,30.00
57.69,1.00,0.00,34.00
6.00,0.00,1.00,25.00
14.42,1.00,0.00,29.00
40.38,1.00,0.00,26.00
16.41,1.00,1.00,25.00
13.19,1.00,1.00,31.00
13.19,1.00,1.00,31.00
20.00,0.00,0.00,29.00
30.00,1.00,1.00,26.00
9.62,0.00,1.00,34.00
14.42,1.00,1.00,31.00
12.02,0.00,0.00,29.00
14.42,0.00,0.00,32.00
26.44,0.00,0.00,33.00
25.36,1.00,0.00,33.00
16.83,1.00,1.00,33.00
11.54,1.00,1.00,33.00
5.71,0.00,0.00,26.00
12.98,1.00,1.00,25.00
4.90,1.00,1.00,25.00
10.34,1.00,1.00,25.00
9.94,0.00,1.00,30.00
25.72,0.00,0.00,34.00
12.02,0.00,0.00,25.00
27.88,0.00,0.00,25.00
18.27,0.00,1.00,29.00
31.86,0.00,0.00,34.00
27.08,1.00,0.00,34.00
26.44,0.00,0.00,31.00
11.54,0.00,0.00,26.00
13.46,1.00,1.00,31.00
30.00,0.00,0.00,27.00
38.46,1.00,0.00,29.00
4.68,0.00,0.00,27.00
10.77,0.00,1.00,30.00
5.49,0.00,0.00,26.00
13.46,0.00,0.00,33.00
11.54,0.00,0.00,32.00
16.95,1.00,1.00,26.00
25.00,0.00,0.00,31.00
24.04,0.00,0.00,32.00
12.50,0.00,1.00,34.00
30.77,1.00,0.00,25.00
14.42,1.00,1.00,28.00
17.31,1.00,0.00,30.00
26.44,1.00,0.00,26.00
40.87,1.00,0.00,32.00
10.34,0.00,1.00,29.00
6.41,0.00,0.00,28.00
14.42,0.00,0.00,31.00
9.96,0.00,1.00,32.00
6.73,0.00,1.00,30.00
12.50,0.00,1.00,25.00
24.04,0.00,0.00,32.00
32.05,1.00,0.00,34.00
13.46,0.00,0.00,32.00
34.19,1.00,0.00,26.00
20.98,1.00,0.00,28.00
14.42,1.00,0.00,28.00
19.23,1.00,1.00,26.00
31.25,1.00,1.00,33.00
16.83,1.00,1.00,30.00
19.23,0.00,1.00,27.00
14.42,1.00,0.00,28.00
17.31,1.00,1.00,27.00
52.88,1.00,0.00,26.00
17.95,1.00,0.00,32.00
9.13,0.00,0.00,34.00
17.79,1.00,1.00,25.00
10.58,0.00,0.00,26.00
14.23,1.00,1.00,29.00
12.06,0.00,0.00,28.00
9.62,1.00,0.00,32.00
9.23,0.00,1.00,27.00
19.23,1.00,0.00,31.00
30.98,1.00,1.00,26.00
9.62,0.00,0.00,29.00
10.10,0.00,0.00,32.00
10.42,0.00,1.00,30.00
4.81,0.00,1.00,25.00
19.23,1.00,0.00,28.00
15.38,0.00,0.00,30.00
19.23,1.00,1.00,28.00
19.23,1.00,1.00,31.00
9.62,0.00,1.00,32.00
12.50,0.00,1.00,31.00
15.38,0.00,0.00,28.00
14.42,1.00,0.00,26.00
11.25,0.00,1.00,34.00
16.83,0.00,1.00,29.00
16.35,1.00,0.00,28.00
11.54,0.00,0.00,33.00
17.62,1.00,1.00,29.00
20.67,1.00,1.00,26.00
29.59,0.00,1.00,34.00
31.92,1.00,0.00,31.00
8.00,0.00,0.00,32.00
26.44,0.00,0.00,25.00
25.96,1.00,1.00,26.00
10.10,0.00,1.00,32.00
23.50,1.00,1.00,26.00
8.57,0.00,1.00,27.00
14.42,1.00,1.00,28.00
17.31,1.00,1.00,28.00
16.83,1.00,0.00,29.00
4.33,0.00,0.00,32.00
24.04,1.00,0.00,30.00
7.21,0.00,0.00,26.00
14.42,1.00,0.00,32.00
16.83,1.00,1.00,25.00
21.37,0.00,1.00,26.00
8.75,0.00,0.00,26.00
14.10,1.00,1.00,30.00
12.02,0.00,0.00,34.00
15.87,0.00,0.00,27.00
21.63,0.00,0.00,29.00
14.42,0.00,1.00,26.00
19.23,1.00,0.00,25.00
29.81,1.00,0.00,29.00
16.83,1.00,0.00,27.00
4.12,1.00,1.00,29.00
4.81,1.00,0.00,29.00
8.96,0.00,0.00,25.00
26.44,1.00,0.00,33.00
8.55,0.00,0.00,25.00
10.47,0.00,0.00,32.00
7.69,0.00,0.00,33.00
17.03,1.00,0.00,27.00
10.58,0.00,1.00,28.00
14.74,1.00,1.00,33.00
13.90,0.00,0.00,30.00
28.85,1.00,0.00,34.00
34.13,1.00,1.00,27.00
35.36,1.00,1.00,34.00
27.26,0.00,0.00,30.00
20.67,0.00,0.00,26.00
9.34,0.00,1.00,33.00
14.58,1.00,0.00,26.00
14.42,1.00,1.00,25.00
20.19,1.00,1.00,27.00
20.19,1.00,1.00,25.00
21.63,1.00,1.00,26.00
36.06,1.00,1.00,30.00
25.00,0.00,0.00,33.00
8.65,0.00,1.00,27.00
27.88,1.00,1.00,25.00
9.62,1.00,0.00,29.00
13.19,1.00,1.00,28.00
12.02,1.00,0.00,28.00
20.19,0.00,1.00,33.00
24.04,0.00,0.00,33.00
4.33,1.00,1.00,26.00
7.21,0.00,0.00,29.00
14.42,0.00,0.00,30.00
14.69,0.00,0.00,33.00
14.42,0.00,1.00,27.00
8.84,0.00,1.00,33.00
12.31,1.00,0.00,29.00
15.93,1.00,1.00,31.00
52.56,0.00,0.00,33.00
7.21,0.00,0.00,34.00
16.03,1.00,1.00,34.00
15.38,0.00,1.00,34.00
12.50,0.00,1.00,33.00
14.43,0.00,0.00,26.00
16.67,1.00,1.00,33.00
16.83,0.00,1.00,31.00
13.46,0.00,0.00,34.00
13.46,1.00,1.00,29.00
18.08,0.00,0.00,28.00
14.88,1.00,1.00,34.00
12.02,0.00,1.00,26.00
19.23,1.00,0.00,30.00
19.23,1.00,1.00,31.00
11.81,0.00,0.00,30.00
10.58,0.00,0.00,33.00
7.14,0.00,0.00,25.00
32.45,1.00,0.00,32.00
19.87,1.00,1.00,26.00
14.42,0.00,0.00,25.00
10.00,0.00,0.00,26.00
15.00,0.00,0.00,28.00
6.25,0.00,0.00,29.00
7.11,0.00,1.00,34.00
17.31,0.00,0.00,27.00
12.02,1.00,1.00,25.00
34.62,1.00,0.00,32.00
27.47,1.00,1.00,25.00
19.58,0.00,0.00,25.00
8.88,0.00,1.00,28.00
6.35,0.00,0.00,34.00
18.27,1.00,0.00,30.00
25.64,1.00,1.00,29.00
19.23,0.00,1.00,27.00
8.17,0.00,0.00,32.00
13.46,0.00,0.00,33.00
9.62,0.00,1.00,31.00
16.83,0.00,0.00,26.00
15.87,0.00,0.00,25.00
17.48,1.00,0.00,25.00
7.21,0.00,0.00,32.00
5.54,1.00,0.00,33.00
34.62,1.00,0.00,34.00
9.62,0.00,0.00,26.00
19.23,0.00,0.00,29.00
16.03,0.00,1.00,32.00
7.69,0.00,0.00,27.00
11.11,0.00,0.00,33.00
10.48,1.00,0.00,32.00
10.78,1.00,1.00,25.00
15.87,1.00,0.00,26.00
23.39,1.00,0.00,31.00
16.83,0.00,0.00,28.00
4.33,0.00,0.00,32.00
13.08,1.00,1.00,34.00
20.67,0.00,0.00,29.00
10.60,1.00,1.00,26.00
10.91,1.00,1.00,25.00
52.16,1.00,0.00,29.00
14.42,0.00,0.00,29.00
16.57,0.00,1.00,26.00
21.15,0.00,0.00,28.00
19.23,1.00,0.00,33.00
9.62,1.00,0.00,29.00
21.63,0.00,0.00,30.00
23.08,1.00,0.00,29.00
16.83,0.00,0.00,25.00
19.65,1.00,0.00,34.00
22.65,1.00,1.00,30.00
28.85,1.00,0.00,31.00
18.27,1.00,1.00,30.00
8.46,0.00,0.00,29.00
9.62,1.00,0.00,33.00
14.42,1.00,1.00,32.00
12.02,1.00,0.00,34.00
13.25,0.00,1.00,29.00
13.46,1.00,1.00,26.00
15.73,0.00,0.00,31.00
12.50,1.00,1.00,29.00
14.42,1.00,0.00,27.00
19.23,1.00,0.00,30.00
26.44,1.00,0.00,34.00
9.09,0.00,0.00,25.00
12.02,0.00,0.00,26.00
11.18,1.00,0.00,34.00
21.63,0.00,0.00,30.00
15.38,1.00,1.00,30.00
22.12,1.00,1.00,30.00
14.42,0.00,0.00,34.00
32.69,0.00,0.00,32.00
18.46,0.00,0.00,27.00
14.53,0.00,0.00,26.00
21.92,0.00,0.00,31.00
7.00,0.00,0.00,27.00
14.42,1.00,0.00,34.00
23.08,1.00,0.00,31.00
14.42,1.00,0.00,32.00
14.90,1.00,1.00,26.00
14.96,1.00,0.00,25.00
13.05,0.00,0.00,25.00
21.63,0.00,0.00,31.00
8.24,0.00,1.00,31.00
14.75,0.00,0.00,31.00
10.05,0.00,1.00,28.00
19.09,1.00,1.00,28.00
30.00,1.00,0.00,30.00
29.91,1.00,0.00,27.00
14.42,1.00,1.00,28.00
17.09,1.00,0.00,34.00
28.85,0.00,0.00,28.00
22.44,1.00,0.00,34.00
18.38,1.00,1.00,32.00
16.25,0.00,0.00,25.00
15.87,0.00,1.00,33.00
9.42,0.00,0.00,31.00
16.03,0.00,0.00,33.00
20.00,1.00,0.00,29.00
28.85,1.00,1.00,30.00
10.26,1.00,0.00,30.00
17.31,1.00,0.00,28.00
26.50,1.00,0.00,34.00
21.49,1.00,1.00,31.00
5.63,1.00,1.00,32.00
10.58,0.00,1.00,27.00
7.55,1.00,1.00,30.00
7.25,0.00,0.00,28.00
8.79,1.00,1.00,26.00
11.54,1.00,0.00,34.00
26.44,0.00,0.00,30.00
8.00,0.00,1.00,27.00
8.25,0.00,1.00,26.00
18.27,0.00,0.00,28.00
38.46,1.00,0.00,31.00
12.50,0.00,0.00,28.00
16.15,0.00,0.00,26.00
15.31,1.00,0.00,29.00
10.10,1.00,1.00,29.00
13.46,0.00,0.00,28.00
12.12,0.00,0.00,29.00
16.03,1.00,0.00,33.00
46.15,1.00,0.00,31.00
8.54,0.00,0.00,33.00
30.29,1.00,1.00,32.00
8.65,0.00,0.00,25.00
13.46,1.00,1.00,31.00
9.23,0.00,0.00,27.00
15.38,1.00,1.00,32.00
16.83,0.00,0.00,30.00
12.50,0.00,1.00,29.00
16.35,0.00,0.00,30.00
12.50,0.00,0.00,26.00
5.93,0.00,1.00,25.00
8.65,0.00,0.00,27.00
16.83,1.00,0.00,30.00
15.87,1.00,1.00,26.00
6.73,0.00,1.00,27.00
15.38,0.00,0.00,30.00
16.11,0.00,1.00,30.00
17.31,1.00,0.00,30.00
11.00,0.00,0.00,25.00
15.38,1.00,1.00,29.00
19.23,0.00,0.00,29.00
13.94,1.00,1.00,29.00
16.48,1.00,0.00,32.00
8.55,0.00,1.00,27.00
18.75,1.00,1.00,25.00
20.67,0.00,0.00,25.00
53.42,1.00,0.00,32.00
43.27,0.00,1.00,32.00
14.42,1.00,1.00,33.00
15.00,1.00,0.00,34.00
21.63,1.00,1.00,31.00
19.23,1.00,1.00,26.00
41.83,1.00,1.00,25.00
17.79,0.00,1.00,31.00
14.42,0.00,0.00,25.00
14.42,0.00,0.00,27.00
18.27,1.00,0.00,26.00
12.36,1.00,0.00,34.00
34.62,1.00,1.00,26.00
21.15,1.00,0.00,28.00
6.73,0.00,1.00,26.00
14.42,0.00,1.00,26.00
7.50,0.00,0.00,27.00
14.42,0.00,0.00,34.00
24.36,1.00,1.00,33.00
7.98,1.00,0.00,30.00
24.04,0.00,0.00,29.00
12.98,0.00,0.00,27.00
10.00,0.00,0.00,32.00
5.49,1.00,1.00,25.00
33.65,1.00,0.00,30.00
9.62,1.00,1.00,27.00
11.54,1.00,1.00,29.00
17.95,1.00,0.00,25.00
4.81,0.00,1.00,26.00
19.23,1.00,0.00,25.00
18.27,1.00,1.00,34.00
11.54,0.00,1.00,28.00
11.54,0.00,0.00,29.00
38.01,1.00,0.00,33.00
15.00,1.00,0.00,29.00
10.46,0.00,0.00,31.00
7.31,0.00,0.00,25.00
15.22,0.00,0.00,29.00
9.16,0.00,1.00,34.00
12.02,0.00,0.00,34.00
16.83,0.00,0.00,34.00
8.33,0.00,0.00,25.00
8.32,0.00,1.00,32.00
12.05,1.00,0.00,25.00
9.01,0.00,0.00,25.00
14.42,0.00,0.00,28.00
11.88,0.00,0.00,29.00
19.23,0.00,0.00,32.00
17.31,0.00,1.00,29.00
10.58,0.00,1.00,29.00
7.21,0.00,1.00,28.00
12.82,0.00,0.00,34.00
19.23,0.00,0.00,33.00
21.92,0.00,0.00,33.00
16.13,0.00,1.00,26.00
13.46,0.00,0.00,28.00
15.38,0.00,1.00,26.00
15.38,0.00,1.00,27.00
15.38,1.00,1.00,26.00
16.83,1.00,0.00,27.00
25.48,1.00,1.00,30.00
10.19,1.00,0.00,28.00
9.62,0.00,1.00,34.00
11.11,1.00,1.00,30.00
21.37,1.00,0.00,28.00
9.62,0.00,1.00,30.00
36.76,1.00,1.00,33.00
10.38,1.00,0.00,29.00
10.77,1.00,1.00,30.00
14.69,1.00,0.00,30.00
10.10,0.00,0.00,25.00
16.41,1.00,0.00,32.00
8.01,0.00,0.00,33.00
16.35,1.00,1.00,34.00
21.63,1.00,1.00,31.00
27.78,0.00,1.00,33.00
19.71,0.00,0.00,29.00
17.95,0.00,0.00,26.00
17.31,1.00,0.00,25.00
42.31,1.00,0.00,27.00
7.69,0.00,0.00,32.00
8.65,0.00,1.00,32.00
48.08,1.00,1.00,34.00
14.42,0.00,0.00,30.00
8.52,0.00,1.00,27.00
14.96,1.00,1.00,25.00
15.81,1.00,0.00,25.00
14.42,0.00,1.00,32.00
3.85,1.00,0.00,25.00
21.63,0.00,0.00,30.00
15.00,0.00,0.00,30.00
22.00,1.00,0.00,32.00
11.00,0.00,0.00,30.00
8.21,0.00,1.00,28.00
22.00,1.00,1.00,29.00
6.07,0.00,1.00,27.00
20.77,1.00,0.00,28.00
16.83,0.00,0.00,32.00
11.54,1.00,1.00,27.00
16.83,1.00,1.00,30.00
9.62,0.00,0.00,26.00
14.42,0.00,0.00,30.00
7.21,0.00,1.00,30.00
12.02,0.00,0.00,25.00
18.27,1.00,1.00,26.00
16.88,1.00,1.00,33.00
6.73,0.00,0.00,25.00
16.83,0.00,0.00,30.00
11.06,1.00,1.00,30.00
6.73,0.00,1.00,30.00
12.18,0.00,0.00,27.00
8.13,0.00,0.00,31.00
10.58,0.00,1.00,30.00
20.00,0.00,0.00,25.00
24.04,1.00,0.00,29.00
13.94,1.00,0.00,27.00
18.38,0.00,0.00,33.00
38.94,1.00,0.00,30.00
21.15,1.00,1.00,34.00
10.63,0.00,0.00,29.00
7.21,0.00,1.00,28.00
48.08,1.00,0.00,32.00
13.46,1.00,0.00,33.00
11.54,0.00,1.00,29.00
17.31,0.00,0.00,30.00
8.33,0.00,1.00,33.00
21.63,0.00,0.00,33.00
14.42,0.00,0.00,29.00
9.17,0.00,0.00,32.00
16.35,1.00,1.00,29.00
18.38,1.00,0.00,27.00
17.31,1.00,1.00,25.00
17.89,1.00,0.00,33.00
17.71,1.00,1.00,33.00
12.02,0.00,0.00,31.00
50.37,1.00,1.00,33.00
17.31,1.00,1.00,26.00
17.95,1.00,1.00,25.00
19.23,0.00,0.00,32.00
19.95,1.00,0.00,31.00
10.99,1.00,0.00,30.00
9.62,0.00,1.00,31.00
14.53,1.00,1.00,29.00
19.23,0.00,0.00,32.00
12.50,0.00,0.00,32.00
12.50,0.00,1.00,27.00
26.63,1.00,1.00,27.00
34.62,0.00,0.00,30.00
31.25,1.00,1.00,33.00
16.43,1.00,0.00,34.00
12.09,0.00,0.00,27.00
19.23,1.00,0.00,28.00
15.34,1.00,1.00,28.00
13.16,1.00,0.00,25.00
20.24,1.00,1.00,34.00
23.93,1.00,0.00,27.00
11.97,1.00,1.00,31.00
14.90,1.00,1.00,27.00
5.73,0.00,1.00,27.00
19.23,1.00,0.00,31.00
21.63,1.00,1.00,27.00
15.38,1.00,1.00,32.00
4.28,0.00,1.00,26.00
6.15,0.00,0.00,32.00
10.58,0.00,0.00,27.00
14.42,0.00,1.00,30.00
29.91,1.00,0.00,28.00
12.02,1.00,0.00,26.00
31.25,0.00,0.00,27.00
10.83,1.00,0.00,31.00
30.77,1.00,0.00,33.00
14.62,0.00,0.00,25.00
26.26,1.00,1.00,31.00
6.73,0.00,1.00,26.00
21.63,1.00,0.00,32.00
7.21,0.00,0.00,30.00
23.08,0.00,0.00,25.00
7.50,0.00,0.00,34.00
7.50,0.00,1.00,31.00
15.87,0.00,0.00,28.00
24.04,1.00,1.00,33.00
13.27,1.00,0.00,25.00
22.60,1.00,1.00,32.00
23.08,1.00,1.00,27.00
61.06,1.00,0.00,31.00
10.00,0.00,1.00,31.00
21.63,0.00,0.00,28.00
46.63,1.00,0.00,32.00
10.12,0.00,0.00,25.00
7.09,0.00,1.00,32.00
22.60,0.00,0.00,25.00
24.04,0.00,0.00,34.00
16.72,1.00,0.00,31.00
9.62,0.00,0.00,31.00
18.27,1.00,1.00,28.00
17.99,0.00,0.00,33.00
12.02,0.00,0.00,33.00
8.17,0.00,0.00,31.00
50.48,0.00,0.00,34.00
14.42,0.00,0.00,28.00
12.02,0.00,1.00,27.00
9.23,0.00,0.00,32.00
13.94,0.00,1.00,26.00
10.99,0.00,1.00,34.00
24.52,1.00,0.00,34.00
10.58,0.00,0.00,34.00
10.99,0.00,1.00,32.00
16.83,0.00,0.00,29.00
12.51,1.00,1.00,31.00
11.00,1.00,0.00,26.00
20.15,1.00,0.00,29.00
9.13,0.00,0.00,30.00
13.46,1.00,0.00,34.00
11.54,0.00,1.00,28.00
14.90,1.00,1.00,28.00
16.48,0.00,0.00,29.00
9.55,1.00,1.00,30.00
6.00,0.00,1.00,31.00
13.46,0.00,1.00,29.00
15.87,1.00,0.00,28.00
12.82,0.00,0.00,27.00
12.98,0.00,0.00,30.00
10.68,0.00,0.00,32.00
12.89,1.00,0.00,27.00
20.67,1.00,1.00,28.00
16.83,1.00,0.00,29.00
8.55,0.00,1.00,26.00
23.08,1.00,1.00,30.00
14.42,0.00,0.00,31.00
24.73,1.00,0.00,25.00
15.38,1.00,1.00,26.00
18.75,0.00,1.00,33.00
14.52,1.00,0.00,31.00
7.69,0.00,0.00,26.00
10.58,0.00,0.00,26.00
11.82,0.00,0.00,28.00
10.93,0.00,0.00,30.00
33.65,1.00,0.00,28.00
5.60,0.00,0.00,26.00
10.00,0.00,1.00,25.00
9.62,0.00,0.00,25.00
27.78,0.00,0.00,33.00
15.58,1.00,0.00,27.00
5.19,1.00,1.00,27.00
10.82,0.00,0.00,31.00
8.04,1.00,0.00,34.00
26.44,1.00,1.00,32.00
21.92,1.00,0.00,32.00
13.94,0.00,0.00,29.00
11.54,0.00,0.00,29.00
7.21,0.00,1.00,34.00
19.02,0.00,0.00,32.00
9.62,0.00,0.00,30.00
16.35,0.00,1.00,30.00
11.11,0.00,0.00,28.00
23.50,0.00,0.00,32.00
18.00,0.00,1.00,31.00
5.77,0.00,1.00,27.00
15.38,1.00,0.00,31.00
21.15,0.00,0.00,30.00
11.25,0.00,0.00,34.00
19.23,1.00,1.00,33.00
20.19,1.00,1.00,31.00
16.24,1.00,1.00,30.00
14.42,0.00,0.00,31.00
39.22,1.00,1.00,29.00
14.10,1.00,0.00,31.00
2.34,1.00,0.00,26.00
13.50,1.00,1.00,26.00
8.12,1.00,1.00,29.00
16.03,0.00,0.00,31.00
19.23,1.00,0.00,26.00
5.54,1.00,1.00,28.00
21.63,1.00,1.00,34.00
14.23,0.00,0.00,25.00
24.04,0.00,1.00,33.00
18.75,1.00,1.00,29.00
32.21,1.00,0.00,30.00
20.19,1.00,0.00,25.00
12.55,1.00,1.00,26.00
15.38,1.00,0.00,31.00
19.23,1.00,1.00,32.00
21.88,1.00,0.00,32.00
19.23,0.00,0.00,28.00
18.27,1.00,1.00,33.00
4.19,0.00,1.00,28.00
11.06,0.00,0.00,34.00
6.25,0.00,0.00,30.00
10.11,0.00,0.00,31.00
14.42,1.00,0.00,34.00
23.08,0.00,0.00,31.00
18.23,1.00,0.00,33.00
12.50,0.00,1.00,31.00
9.13,0.00,0.00,28.00
14.42,0.00,0.00,25.00
14.42,0.00,1.00,33.00
8.65,0.00,0.00,29.00
12.02,1.00,1.00,30.00
16.83,0.00,0.00,28.00
17.95,1.00,0.00,29.00
23.08,1.00,0.00,34.00
10.00,0.00,0.00,30.00
5.87,1.00,0.00,27.00
24.04,1.00,1.00,30.00
16.48,1.00,1.00,31.00
37.50,0.00,0.00,31.00
9.62,0.00,1.00,28.00
26.92,0.00,0.00,34.00
16.03,0.00,1.00,28.00
16.83,0.00,0.00,30.00
13.68,0.00,1.00,27.00
9.62,1.00,1.00,26.00
33.65,0.00,0.00,32.00
6.25,0.00,0.00,25.00
35.10,1.00,0.00,32.00
14.42,1.00,1.00,29.00
16.83,1.00,0.00,28.00
48.08,1.00,0.00,28.00
13.85,0.00,0.00,29.00
8.65,0.00,1.00,33.00
15.38,0.00,0.00,28.00
14.42,1.00,1.00,29.00
9.13,0.00,0.00,31.00
2.88,1.00,1.00,34.00
23.08,1.00,0.00,25.00
19.79,1.00,1.00,33.00
18.56,0.00,1.00,33.00
16.35,1.00,1.00,29.00
19.23,1.00,1.00,33.00
17.79,0.00,0.00,34.00
14.42,0.00,1.00,31.00
11.06,0.00,1.00,27.00
48.08,1.00,0.00,33.00
11.06,0.00,1.00,32.00
14.42,0.00,0.00,30.00
16.03,1.00,0.00,34.00
14.02,0.00,0.00,34.00
28.85,0.00,0.00,33.00
12.50,0.00,1.00,33.00
12.69,0.00,0.00,28.00
11.60,1.00,1.00,32.00
17.09,0.00,0.00,27.00
13.46,1.00,1.00,28.00
13.74,0.00,1.00,28.00
9.84,0.00,1.00,25.00
10.77,0.00,1.00,31.00
7.50,1.00,1.00,29.00
19.71,1.00,1.00,29.00
26.44,0.00,0.00,27.00
33.85,1.00,0.00,34.00
8.00,0.00,0.00,25.00
16.00,0.00,0.00,26.00
16.83,1.00,0.00,27.00
31.25,1.00,0.00,26.00
15.87,1.00,0.00,29.00
17.31,1.00,1.00,28.00
13.68,0.00,0.00,34.00
14.90,0.00,1.00,25.00
15.87,1.00,0.00,34.00
57.69,1.00,0.00,31.00
12.02,0.00,1.00,33.00
16.83,1.00,1.00,26.00
14.58,0.00,0.00,27.00
14.42,0.00,1.00,32.00
14.42,0.00,0.00,33.00
6.41,0.00,0.00,33.00
16.35,1.00,0.00,31.00
10.96,1.00,1.00,30.00
16.83,1.00,1.00,29.00
14.96,1.00,0.00,25.00
10.00,0.00,0.00,29.00
21.37,1.00,1.00,29.00
25.64,1.00,0.00,30.00
21.63,1.00,0.00,31.00
37.69,1.00,0.00,31.00
6.15,1.00,0.00,26.00
33.12,1.00,1.00,33.00
11.54,0.00,1.00,25.00
23.08,0.00,0.00,29.00
12.02,0.00,1.00,28.00
19.23,1.00,0.00,28.00
12.09,0.00,0.00,33.00
32.05,1.00,1.00,28.00
23.08,0.00,0.00,30.00
10.00,0.00,0.00,33.00
11.11,1.00,0.00,28.00
7.21,0.00,0.00,27.00
9.62,1.00,1.00,27.00
23.08,1.00,0.00,28.00
5.77,0.00,1.00,30.00
12.02,1.00,1.00,26.00
19.23,0.00,0.00,31.00
15.38,0.00,0.00,34.00
16.00,1.00,0.00,27.00
9.76,1.00,0.00,29.00
48.08,1.00,0.00,31.00
18.12,1.00,1.00,34.00
11.08,0.00,0.00,33.00
31.25,1.00,0.00,34.00
17.07,0.00,0.00,26.00
19.23,1.00,1.00,31.00
13.46,0.00,0.00,25.00
15.38,0.00,1.00,32.00
4.81,0.00,0.00,34.00
14.53,1.00,1.00,29.00
16.83,1.00,1.00,31.00
23.08,1.00,1.00,32.00
15.38,0.00,0.00,32.00
17.79,0.00,0.00,26.00
16.78,1.00,1.00,34.00
16.83,0.00,0.00,34.00
37.18,0.00,1.00,31.00
13.68,0.00,0.00,31.00
12.02,0.00,1.00,34.00
38.46,0.00,0.00,29.00
8.65,0.00,1.00,31.00
25.00,1.00,0.00,31.00
17.31,0.00,0.00,29.00
8.65,0.00,0.00,28.00
7.21,0.00,0.00,32.00
13.25,1.00,0.00,28.00
24.04,1.00,1.00,29.00
38.46,1.00,0.00,33.00
12.02,0.00,1.00,32.00
11.54,0.00,0.00,32.00
15.00,0.00,0.00,28.00
24.04,1.00,1.00,33.00
9.62,0.00,0.00,28.00
7.21,0.00,0.00,29.00
12.02,1.00,1.00,25.00
4.81,1.00,1.00,28.00
8.95,0.00,1.00,28.00
20.00,0.00,0.00,30.00
19.23,1.00,0.00,33.00
24.04,1.00,1.00,33.00
8.40,1.00,0.00,33.00
15.38,1.00,1.00,31.00
13.46,1.00,0.00,25.00
9.62,0.00,1.00,33.00
17.31,1.00,1.00,30.00
20.67,1.00,0.00,30.00
9.62,0.00,0.00,28.00
26.44,1.00,1.00,25.00
5.00,1.00,1.00,27.00
14.46,0.00,1.00,25.00
18.37,1.00,1.00,31.00
20.98,0.00,0.00,34.00
18.27,0.00,1.00,25.00
19.23,0.00,0.00,26.00
14.42,0.00,1.00,31.00
9.62,1.00,0.00,29.00
21.47,1.00,0.00,25.00
8.56,0.00,0.00,33.00
13.85,0.00,0.00,33.00
8.46,0.00,1.00,33.00
12.00,1.00,1.00,25.00
15.00,0.00,0.00,29.00
11.54,0.00,0.00,27.00
14.96,1.00,0.00,27.00
15.38,1.00,1.00,32.00
9.62,0.00,0.00,25.00
2.40,0.00,1.00,25.00
9.62,0.00,1.00,29.00
9.62,0.00,1.00,29.00
14.10,1.00,0.00,28.00
25.48,1.00,0.00,28.00
10.03,0.00,1.00,33.00
12.82,1.00,0.00,28.00
8.70,0.00,0.00,25.00
27.35,1.00,1.00,32.00
3.85,0.00,0.00,33.00
11.64,0.00,0.00,25.00
15.38,0.00,1.00,32.00
12.98,0.00,0.00,32.00
13.46,1.00,0.00,29.00
19.23,1.00,1.00,31.00
11.00,1.00,1.00,27.00
7.12,0.00,0.00,25.00
11.54,0.00,0.00,30.00
28.85,1.00,1.00,32.00
14.42,0.00,0.00,25.00
14.96,0.00,1.00,25.00
26.44,1.00,1.00,32.00
9.07,0.00,0.00,31.00
12.98,0.00,0.00,33.00
16.03,1.00,1.00,32.00
24.04,1.00,0.00,25.00
9.38,0.00,0.00,31.00
18.75,1.00,1.00,28.00
7.69,0.00,0.00,26.00
9.62,0.00,1.00,26.00
14.90,0.00,1.00,33.00
14.42,1.00,0.00,28.00
14.32,0.00,0.00,28.00
21.37,1.00,1.00,25.00
10.58,1.00,0.00,25.00
11.54,0.00,0.00,25.00
12.47,1.00,1.00,26.00
21.15,1.00,1.00,27.00
27.31,1.00,0.00,26.00
4.81,0.00,1.00,30.00
12.50,1.00,0.00,28.00
3.70,1.00,1.00,26.00
26.92,1.00,1.00,28.00
13.81,0.00,0.00,26.00
12.31,1.00,1.00,26.00
17.31,1.00,1.00,26.00
18.03,1.00,1.00,28.00
12.98,0.00,0.00,26.00
17.58,0.00,0.00,31.00
12.02,0.00,0.00,32.00
14.90,0.00,0.00,33.00
8.01,0.00,0.00,32.00
